Y X_1 X_2 X_3 X_4 Z_1 Z_2 Z_3 Z_4 Z_5 Z_6 Z_7 Z_8 Z_9 Z_10 Z_11 Z_12 Z_13 Z_14 Z_15 Z_16
1.1446976490272525 0 0 0 0 0.05192657580221357 0.018732749815911182 0.0058188128465804755 0.010798180546625033 0.07775688461176289 0.028277590544542527 0.011705604023760138 0.11896708300848824 0.36416415025994797 0.5597242295506307 0.412527855289108 0.21672777635071172 1 0 1 1
2.6829177475008192 0 0 0 0 0.20714808394097003 0.005042518420555165 0.1304377822046614 0.02153916999732918 0.012880322169399258 0.005705099089272623 0.288425574305717 0.5324570529588755 0.030957104651955808 0.14972914564920334 0.2098985819829795 0.179074100170844 1 0 1 1
0.2626668550078698 0 1 0 0 0.03320630124183602 0.4939712879408761 0.4946915594558891 0.008511310409568073 0.001543584967304437 0.002012854488209644 0.2980306201784241 0.29875892437932877 0.16680260475026146 0.09781950557204065 0.04426640928772541 0.12575939539881048 0 1 1 0
-0.7512496937681135 1 1 0 0 0.7241721068065207 0.5976779622226273 0.0609399888135759 0.09670205987147844 0.6209934534918704 0.08492594237254447 0.20266647821889214 0.06452168881549171 0.01564961557834307 0.0065256524365485255 3.1683645528004937e-4 0.010204792056110436 0 0 0 0
1.438938374355737 1 0 0 0 0.25127202956658545 0.188452424529705 0.003469692854970722 0.018975605909074503 0.002019403717812446 0.00887119916520458 0.03872868606726638 0.022499362126810488 0.006376551025637489 0.06957516516544973 0.36694918369590146 0.2504470536080686 0 1 0 0
2.7896995506100413 0 1 1 0 0.03434385334396015 0.2097990064681401 0.3474589492073776 0.4077779767020412 0.21712333263165234 0.08921154009053661 0.16003199120630385 0.13885263093506228 0.009118263613541486 0.5186637314108434 0.23509758000756192 0.20728414000231551 1 1 0 0
1.7466339536007482 1 0 0 0 0.304125739990164 0.23887081584756628 0.018821351198036015 0.021492751211087676 0.2637390937104802 0.14055152089585693 0.13172951743631944 0.19070292373572126 0.05575866134045008 0.0019834517242887486 7.8546253746372e-4 0.0460897486538603 1 1 0 0
11.861788700741085 1 0 0 1 0.3967858944301089 0.038733467586714324 0.5047107887977567 0.8156187149763795 0.66393336145026 0.5478960238055193 0.20095942938660238 0.6893408875332786 0.25551452552159604 0.631409749564041 0.6156544176851355 0.6876856094376351 1 1 1 1
3.9549280602792263 0 0 0 0 0.33570318095826424 0.005374747897380974 0.4279878678066482 0.456725990611305 0.5396848637129721 0.2529335054025036 0.36648442061699826 0.3263656541926726 0.2502139768384064 0.017035687205269247 0.5789919733953409 0.052188636007354336 1 1 0 0
1.8301933490190108 0 0 0 0 0.09588031533674449 0.09128304358827756 0.5073931664399413 0.3707076396377136 0.15184536549528932 0.5304200989404987 0.04213809303370621 7.929293378753032e-4 0.1961937970358491 0.06071727307441155 0.2605122425158662 0.4089853737925093 1 0 0 1
2.463583781355169 1 0 0 0 0.6955979143141143 0.3032798154297642 0.03252942617863201 0.010100842967184597 0.46290923544037826 0.40413940153375094 0.10180404215529916 0.010266913763950248 0.1451814041057413 0.04254323322809837 0.2743917349903267 0.40881874613571206 0 0 1 1
3.023254955585092 1 1 0 0 0.270878983863846 0.04257667673292989 0.005238904893072962 0.01810673933926672 0.05016883523372273 0.28299959678029685 0.15018425486693926 0.042748465649313304 0.319050668982624 0.38346319189025974 0.43331567181052416 0.095083097542988 1 1 0 0
1.4546669808963095 0 0 0 0 0.05248302640669498 0.17123553754517007 0.16069548371400585 0.01432664532376991 0.09989999255568503 0.059876619433630256 0.28852843783967225 0.47635865853822557 0.09332146928215372 0.30864169659273266 0.15955062104696366 2.7061346151026637e-4 1 0 1 0
-0.33267647770904096 0 0 1 0 6.529048263801597e-4 0.008643665834062512 0.060634847038976786 0.04106436028959035 0.07196659871246192 0.011913633617438314 0.01847412427229819 0.03406256951312021 0.0011297844138245855 3.7534508570937435e-5 0.0010916983928913391 0.0011913558986901473 1 0 1 0
