Y X_1 X_2 X_3 X_4 X_5 X_6 X_7 X_8 X_9 X_10 X_11 X_12 X_13 X_14 X_15 X_16 X_17 X_18 X_19 X_20 Z_1 Z_2 Z_3 Z_4 Z_5 Z_6 Z_7 Z_8 Z_9 Z_10 Z_11 Z_12 Z_13 Z_14 Z_15 Z_16 Z_17 Z_18 Z_19 Z_20 Z_21 Z_22 Z_23 Z_24 Z_25 Z_26 Z_27 Z_28 Z_29 Z_30 Z_31 Z_32 Z_33 Z_34 Z_35 Z_36 Z_37 Z_38 Z_39 Z_40 Z_41 Z_42 Z_43 Z_44 Z_45 Z_46 Z_47 Z_48 Z_49 Z_50 Z_51 Z_52 Z_53 Z_54 Z_55 Z_56 Z_57 Z_58 Z_59 Z_60 Z_61 Z_62 Z_63 Z_64 Z_65 Z_66 Z_67 Z_68 Z_69 Z_70 Z_71 Z_72 Z_73 Z_74 Z_75 Z_76 Z_77 Z_78 Z_79 Z_80
-4.2379238262459165 0 0 0 0 0 0 0 1 0 1 0 0 1 0 1 1 0 0 0 0 0.05192657580221357 0.018732749815911182 0.0058188128465804755 0.010798180546625033 0.07775688461176289 0.028277590544542527 0.011705604023760138 0.11896708300848824 0.36416415025994797 0.5597242295506307 0.412527855289108 0.21672777635071172 0.3795912249241496 0.048710884378393854 0.31261342003433334 0.4171883603004721 0.060696223186726454 0.23630176211444773 0.6463398189122433 0.22533843194692052 0.14258940994163583 0.23783297527623884 0.2955757451107235 0.014876538648460934 0.15703712923893326 0.29187338829690757 0.44000658436748064 0.06974761884522698 0.443063288885603 0.06697131656459361 0.170101802130856 0.3707025144234116 0.4930987628073333 0.4646819385166097 0.7343783765770184 0.14577348229993778 0.07386447545808533 0.04518838552409158 0.1465671497335424 0.05909049515834914 0.004250458326285269 0.00203422078966242 0.17151990781660345 0.6902869784776453 0.12923554673655768 0.12562556299727368 0.10313181590016254 0.26471083963602754 0.2967557877579394 0.37703875916726604 0.5114778957935144 0.12469806302794133 0.03233580126504195 0.011262858149615314 0.01905703115445166 0.06373026948489359 0.010139702734017651 0.026088915138376897 0.005460245422312808 0.47479449740718305 1 1 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1 1
-5.471070513023639 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 1 1 0 0.20714808394097003 0.005042518420555165 0.1304377822046614 0.02153916999732918 0.012880322169399258 0.005705099089272623 0.288425574305717 0.5324570529588755 0.030957104651955808 0.14972914564920334 0.2098985819829795 0.179074100170844 0.06405173706290683 0.5581978747994472 0.32825162963374166 0.5205068197336487 0.19072273746293394 0.9099253445424373 0.3590772687950339 0.06714441856689601 0.1725749572437432 0.05465854594005348 0.4323317769103763 0.3369041782313413 0.18557914235959697 0.08544046342607456 0.5874825400461491 0.8002479670410785 0.6424207945262604 0.2665214134615253 0.3251166043033143 0.07582639032878759 0.5407153004244378 0.06801920411967503 0.15579317723336042 0.16267754880296637 0.13142908138417567 0.0037575751019313674 3.922113446982771e-4 0.02312163045614826 0.09309431665117358 0.3008175374985005 0.09581169811397414 0.11322781386798861 0.19854622923919854 0.10392814795243348 0.0018133569263154292 0.31336109838809934 0.36706166306022026 0.23511975709469887 0.30103804953538127 0.282535847221538 0.34381825827350615 0.5700834410035805 0.30492091350609407 0.7855443091120662 0.6739620248253528 0.2055343751581648 0.2886997956654881 0.2898432481966142 0 0 1 1 0 0 0 1 0 0 1 0 0 1 0 1 1 0 1 0
-12.572147857425492 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.03320630124183602 0.4939712879408761 0.4946915594558891 0.008511310409568073 0.001543584967304437 0.002012854488209644 0.2980306201784241 0.29875892437932877 0.16680260475026146 0.09781950557204065 0.04426640928772541 0.12575939539881048 0.010063580870624754 0.049637291195606406 0.05696141030616056 0.048371802412373495 0.08435817942395603 0.002739702053095014 0.008186029217410134 0.7094014159960399 0.46609243216484764 0.43359388931569903 0.36134535014462854 0.17957075341057752 0.26374224953876313 0.5674276060187688 0.7510281732617866 0.7512504041319683 0.1952871261058283 0.00905426909142271 0.0575117953679571 0.1840497794258171 0.28300742595408934 0.5769166416315877 0.25728327840376264 0.1123788282931797 0.01835335112584823 0.11047995788894252 0.5238138464198488 0.017875520698300493 0.25815143755126546 0.6340632568771167 0.23172991304690266 0.17428472875693377 0.5139780505405487 0.9143199189262253 0.48183900998651796 0.06158768763753164 0.25132399010451534 0.08694172494021135 0.05600118850549483 0.03276189345217223 0.2179610774071546 0.1323514572277932 0.6958534150806792 0.40381495894813385 0.20004576479611194 0.7604682598747725 0.8951268551365384 0.2310284182856352 0 0 0 0 1 1 1 0 1 1 0 0 0 0 1 1 1 1 0 0
-10.039388130750964 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.7241721068065207 0.5976779622226273 0.0609399888135759 0.09670205987147844 0.6209934534918704 0.08492594237254447 0.20266647821889214 0.06452168881549171 0.01564961557834307 0.0065256524365485255 3.1683645528004937e-4 0.010204792056110436 5.707250436386637e-4 4.970001925140351e-4 0.06401692061707813 0.06417100362071969 0.01863570953247096 0.019685581666804237 0.06650764609792427 0.007746265345533772 0.03455037755896483 0.37958911464507933 0.26790212700581556 0.16613175750437956 0.4768256399138388 0.6996089473349245 0.5587200095413976 0.41615783170303977 0.2512249231709279 0.04011906661510758 0.002969802325216339 0.020259027159270703 0.13669630338577055 0.5093345543503639 0.09381635454598541 0.3341268974890528 0.06751581884260299 0.0132027123837926 0.01271976555020965 0.03381402115854847 0.08828023829130424 0.36732305479026967 0.1595700246590056 0.09954901184837602 0.3211803237883308 0.401234206390882 0.2535119249663513 0.11426924796542244 0.5456072386124293 0.3400959263117846 0.1350790700395197 0.10365683685096197 0.03987729030439834 0.5007323045718226 0.6448976163895217 0.5251618869456404 0.6036453285356771 0.08636407907188269 0.04907576461256019 0.41231835528285626 1 1 0 0 0 1 0 1 1 0 1 1 0 1 1 0 0 1 0 0
-2.8575099500732053 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0.25127202956658545 0.188452424529705 0.003469692854970722 0.018975605909074503 0.002019403717812446 0.00887119916520458 0.03872868606726638 0.022499362126810488 0.006376551025637489 0.06957516516544973 0.36694918369590146 0.2504470536080686 0.34807103847836807 0.8985513606507833 0.9731633785984395 0.501604198504609 0.24309095340310075 0.019076216154808055 0.22484636872633249 0.5778109620007148 0.5673438460074431 0.36964865458111645 0.33232672220944937 0.18739098533963722 0.53672636476698 0.2055898751127311 0.20134265189059133 0.2431564466531139 0.9420732331059404 0.5897330427443057 0.1426446722507194 0.2861121566447472 0.35222366058773724 0.7638570473916924 0.32740727147606935 0.18069057136103722 0.026961745290663815 0.03158416323789212 0.0015084854024474909 6.303860693269662e-4 0.016768226825767545 0.16047753131158568 0.18650937569544873 0.2981324616428579 0.24232513355050841 0.08672652972924264 0.08764867252060127 0.1873938276044527 0.3155292315665883 0.8112724606536991 0.419056025050748 0.8236187575913134 0.5136850704236464 0.4539268132904519 0.08776461924383944 0.008278927333167787 0.056420200802545416 0.09459193301574391 0.035130019860242195 0.2145016031469684 1 0 0 1 0 1 1 1 0 1 1 1 0 1 1 0 1 1 1 0
-5.287229444760337 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 0.03434385334396015 0.2097990064681401 0.3474589492073776 0.4077779767020412 0.21712333263165234 0.08921154009053661 0.16003199120630385 0.13885263093506228 0.009118263613541486 0.5186637314108434 0.23509758000756192 0.20728414000231551 0.23334261482033247 0.22414335977619498 0.10283551408885706 0.634818968644116 0.7737938907719965 0.6572070732550087 0.177503880128673 0.5856933567300919 0.20380520219845605 0.12395216195844581 0.45738519539895817 0.18060150629925853 0.43110054912226103 0.03264618449694046 0.009928030355930097 0.045531292047203 0.2962892044469835 0.589744820831086 0.03875469977155058 0.1337322443343835 0.44380592837478755 0.02808009449540841 0.12774822113084833 0.25602756695860773 0.34994161529882195 0.9269076714783042 0.9533202691031806 0.14164152786205852 0.22887108387342286 0.62599908765639 0.09452286554133625 0.03561940405480043 0.0372897371678457 0.4700921857277798 0.09617049916037769 0.11793894349625092 0.05989696440336123 0.006077998202736358 0.10627517241815956 0.021630621956630274 0.03875407664322881 0.5960951369861219 0.7851368072647835 0.2403119248373773 0.6251068228663108 0.19269716486876284 0.7942855867525571 0.8200522131512585 1 1 1 1 0 0 0 0 1 1 0 0 1 0 1 0 1 0 1 0
-3.1742329605029442 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 0.304125739990164 0.23887081584756628 0.018821351198036015 0.021492751211087676 0.2637390937104802 0.14055152089585693 0.13172951743631944 0.19070292373572126 0.05575866134045008 0.0019834517242887486 7.8546253746372e-4 0.0460897486538603 0.6850115915988174 0.6509364985638912 0.47984952460963276 0.5840526048875614 0.7325375983079521 0.1324192859732277 0.029241059253912204 0.002576366572796957 0.5707952066395223 0.5541283239477671 0.4712700523285069 0.3439967360046329 0.042590025811639454 0.02161878902176216 0.13133737633978235 0.1019290932298604 0.35369260376441036 0.037992699735088266 0.008566684633698815 0.04510579135015572 0.24489281962039483 0.15526113272993056 0.0034594022819431514 0.057467405638457834 0.08147889600714181 0.026600848735539594 0.21891865542503194 0.5778183591610019 0.1467738084409019 0.26681595917213163 0.28777897611034253 0.40961627254585303 0.008271071926946635 0.10936386472393263 0.35253936848356915 0.4592378905717186 0.122234202554205 0.08458374751476706 0.02068416721507041 0.06212373271210585 0.01970003641208652 0.020439498960968323 6.021038778068343e-4 0.0016657191313817427 0.05775557813897344 0.26612209976497825 0.6204449381417515 0.11489065971008922 1 0 0 1 0 1 0 0 0 0 0 0 0 1 1 0 1 0 1 1
-10.748030506368185 1 0 1 1 0 0 0 1 0 1 1 1 0 1 0 0 0 0 0 0 0.3967858944301089 0.038733467586714324 0.5047107887977567 0.8156187149763795 0.66393336145026 0.5478960238055193 0.20095942938660238 0.6893408875332786 0.25551452552159604 0.631409749564041 0.6156544176851355 0.6876856094376351 0.9686759154325661 0.347928514020724 0.39936760256484116 0.5396496066483426 0.3245878326941234 0.1293812966344854 0.3326519923358383 0.01029685873214044 0.11203905960689238 0.21805190134790992 0.26423354981310654 0.257700023438196 0.1429993794875874 0.07344323572615223 0.11052374088795092 0.15542740745536818 0.23978544332843124 0.183445979512175 0.23691514779105183 0.4324331758263062 0.014636479520041799 0.39974962598217767 0.3649259399024638 0.4481787401201678 0.3198857700843937 0.04611373310171068 0.026301883463457566 0.036473314285470355 0.0017721947163640184 0.008188771537583286 0.022894300083679923 0.0010251295365345024 0.009665082744715984 0.03538886549380683 0.11134110827662959 0.21903022921596516 0.02687209937848257 0.14318751921273515 0.1484075363781633 0.0016166665033132748 0.27956365711720144 0.5899786891111514 0.22273522075238616 0.13718210888002358 0.035903836414518796 0.153606524277711 0.10816599470106736 0.5984353382234858 0 0 1 0 1 0 0 0 0 1 0 0 1 1 0 1 1 0 0 0
-6.791853897791881 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 0 0 0 0 0.33570318095826424 0.005374747897380974 0.4279878678066482 0.456725990611305 0.5396848637129721 0.2529335054025036 0.36648442061699826 0.3263656541926726 0.2502139768384064 0.017035687205269247 0.5789919733953409 0.052188636007354336 0.3932805266749518 0.37494915845710547 0.03455986092171135 0.2026135051698723 0.023589526056959194 0.012754877067062487 0.058486133135202616 0.0016699378528838259 0.0015798175279173503 0.010386970554338393 0.0020126295307443284 9.221120886956853e-4 0.027728524695928104 0.29171172339767143 0.4830763110116551 0.2541692025900572 0.5375964732450645 0.6679441716188332 0.2529429262343965 0.010811964694384916 0.031520452131295715 0.4034285251839322 0.298922980864908 0.3997826012148751 0.5746309291631394 0.268827180991409 0.524703721048896 0.863825231357457 0.28294027536022576 0.07820832689748497 0.13993614569809515 0.001775813176339285 0.0014885314470249817 0.007688489816345037 3.3138219422880825e-5 1.0279282353294557e-4 0.002222412684249383 0.11842557421760219 0.07150895227134604 0.06701371322607558 0.0063857390846020394 0.00222478536094109 0.024184678786101085 0.030789755354076596 0.08636679255299848 0.010757002099429279 7.075146179576671e-4 0.09121188959342377 1 1 1 1 0 0 0 1 1 0 1 1 1 0 1 0 1 0 0 1
3.7477401433474435 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0.09588031533674449 0.09128304358827756 0.5073931664399413 0.3707076396377136 0.15184536549528932 0.5304200989404987 0.04213809303370621 7.929293378753032e-4 0.1961937970358491 0.06071727307441155 0.2605122425158662 0.4089853737925093 0.09289168322296956 0.10059199584282819 0.2558173146121774 0.03821430230486061 0.009805522440870998 0.1834827049477346 0.035639898588693715 0.006481682763401478 0.0016602200107811516 0.12934989561390986 0.014756855625735985 0.09096839208654703 0.03690076220702609 0.022292300534057986 0.04049949913943079 0.22199926125072073 0.3234253705554928 0.010722059010632844 0.017562454588007984 0.03465678852926739 0.08590143404764487 0.2226891087528199 0.0852904269634847 0.010785377234714342 0.012019758808009443 0.13232269683774303 0.0638534877664731 0.18993882651753546 0.14854419769851357 0.6927734596676444 0.18902948619169926 0.45892932424083804 0.1532251284564429 0.04608507932147491 0.5369826677628667 0.9470094267173732 0.5946753612010078 0.33545682421591305 0.4826850039943453 0.13331573418961445 0.10522275354672021 0.0034972009239424553 0.14319729496739309 0.027838721987929676 0.22828546667527394 0.45235238254077836 0.008454298992922375 0.002252126331837954 1 1 0 0 0 1 1 0 1 0 1 0 0 1 1 1 1 0 0 1
